70341	-25.69	13.245	1.7476	679.83	-4.4855	0.17528	936.79	4.7267	-13.812	-13.837
72341	-26.268	13.804	1.7195	681.69	-4.5613	0.18277	931.29	4.6414	-13.824	-13.567
74344	-25.922	12.994	1.72	666.24	-4.3147	0.17626	935.35	4.6997	-13.623	-13.306
76332	-23.016	9.0207	1.7193	675.79	-3.5901	0.17293	941.27	4.7782	-12.812	-13.2
78352	-32.649	20.984	1.6997	678.61	-6.3125	0.17327	937.5	4.7595	-15.25	-13.602
80321	-12.124	-9.266	1.7903	669.55	-1.4948	0.17527	945.48	4.8469	-10.215	-12.339
82348	-27.065	15.375	1.6729	674.5	-4.6497	0.16989	938.7	4.7549	-14.097	-13.228
84334	-21.339	5.7593	1.7055	670.93	-3.3167	0.1731	941.85	4.7733	-12.644	-13.197
86337	-23.684	9.993	1.6886	676.6	-3.8876	0.17276	937.75	4.7242	-13.186	-13.26
88347	-27.969	16.611	1.7116	666.42	-5.3513	0.17456	935.68	4.6948	-14.424	-13.44
90328	-20.518	2.1433	1.7629	679.74	-2.9987	0.17698	940.93	4.7645	-12.161	-13.53
92376	-37.015	26.061	1.6449	682.37	-8.7663	0.17667	930.34	4.6306	-17.805	-14.92
94326	-12.84	-9.3186	1.7805	672.8	-1.5467	0.17328	948.4	4.8891	-10.227	-12.843
96345	-26.491	14.646	1.6782	670.08	-4.6066	0.17446	935.16	4.6972	-14.081	-13.175
26358	-30.207	19.108	1.6782	666.64	-5.8538	0.17041	939.02	4.7403	-15.08	-13.499
28332	-21.821	6.6355	1.6908	667.55	-3.409	0.17345	940.72	4.7727	-12.658	-13.085
30346	-23.736	10.755	1.7067	673.55	-4.0336	0.1725	939.01	4.7309	-13.367	-13.345
32349	-29.516	18.242	1.6995	671.49	-5.5644	0.17097	940.26	4.7455	-14.488	-13.563
34323	-17.201	-5.4965	1.7591	680.66	-2.4474	0.175	941.99	4.7659	-11.374	-13.098
40352	-22.649	9.2412	1.6891	672.94	-3.8373	0.17327	937.22	4.7266	-13.35	-13.308
46368	-32.933	22.285	1.6586	671.78	-7.0905	0.1724	935.93	4.7069	-16.226	-13.859
48326	-18.077	-2.4974	1.7718	668.71	-2.5278	0.1738	944.48	4.8108	-11.294	-12.852
50345	-27.982	16.276	1.6602	674.64	-5.0071	0.17143	937.3	4.7328	-14.238	-13.077
52330	-21.036	6.046	1.7313	677.01	-3.4265	0.1732	942.23	4.7701	-12.272	-13.085
54339	-23.471	9.2788	1.701	661.82	-3.6204	0.17182	938.58	4.727	-13.013	-13.07
56341	-23.383	10.387	1.6882	669.46	-3.9594	0.17297	937.02	4.729	-13.368	-13.231
58346	-24.741	12.09	1.6699	664.34	-4.2212	0.17206	938.59	4.7395	-13.501	-13.252
60335	-25.05	11.89	1.7327	675.11	-4.2507	0.17475	939.11	4.7288	-13.287	-13.247
62341	-28.856	17.505	1.6914	668.44	-5.2964	0.17162	940.63	4.7639	-14.366	-13.373
64325	-16.186	-8.8001	1.722	674.85	-1.9678	0.17374	943.99	4.815	-10.871	-12.871
70352	-29.387	18.146	1.6647	675.68	-5.5083	0.17385	935.73	4.7013	-14.795	-13.272
72335	-23.863	9.7465	1.7387	679.86	-3.8574	0.17278	941.27	4.7743	-12.96	-13.228
74334	-22.027	7.1022	1.6827	674.13	-3.7449	0.17228	939.54	4.751	-12.723	-12.959
76339	-25.101	12.065	1.7023	667.6	-4.189	0.17207	938.69	4.7431	-13.392	-12.993
78340	-22.235	7.5271	1.6881	674.42	-3.4076	0.17254	940.88	4.7497	-12.847	-13.084
80348	-28.071	16.715	1.6898	669.67	-5.1069	0.17218	939.14	4.7437	-14.321	-13.733
82332	-18.657	-5.4593	1.7039	674.66	-2.2775	0.17772	938.98	4.7198	-11.56	-12.915
32370	-31.793	21.326	1.6493	674.12	-6.6396	0.1739	935.73	4.6975	-15.782	-13.593
34328	-18.008	-2.3359	1.7587	677.61	-2.4569	0.17469	942.87	4.7843	-11.6	-13.035
40351	-30.114	19.599	1.6588	670.38	-6.2376	0.17335	936.79	4.678	-15.257	-13.361
42331	-19.086	-0.79683	1.7393	673.53	-2.8457	0.17482	941.51	4.7708	-11.9	-13.131
44355	-30.897	19.734	1.6739	668.55	-6.2302	0.17017	937.32	4.7253	-15.24	-13.602
46330	-17.826	-3.8271	1.7498	662.54	-2.3011	0.17322	943.84	4.798	-11.424	-12.833
48347	-26.747	14.771	1.6745	670.55	-4.7207	0.17216	936.73	4.7206	-13.937	-13.078
50333	-21.921	7.6676	1.7248	662.7	-3.8443	0.17326	940.55	4.7596	-12.968	-13.452
52353	-31.284	20.182	1.6749	676.73	-6.122	0.1729	937.8	4.7111	-15.336	-13.746
54323	-16.885	-4.5934	1.7701	670.86	-2.2787	0.17411	945.04	4.8212	-11.076	-12.945
56338	-27.137	14.99	1.7064	670.28	-4.7261	0.17305	935.73	4.7074	-13.938	-12.956
